Month,Duration of job search,State and territory (STT): ASGS (2011),Unemployed total ('000)
Jun-1998,13 weeks and under 26 weeks (3-6 months),South Australia,11.94588504
Jun-1998,13 weeks and under 26 weeks (3-6 months),Western Australia,11.55460193
Jun-1998,13 weeks and under 26 weeks (3-6 months),Tasmania,2.56947973
Jun-1998,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.8854372
Jun-1998,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,2.08704741
Jun-1998,26 weeks and under 52 weeks (6-12 months),New South Wales,37.55595046
Jun-1998,26 weeks and under 52 weeks (6-12 months),Victoria,33.17535859
Jun-1998,26 weeks and under 52 weeks (6-12 months),Queensland,21.18889956
Jun-1998,26 weeks and under 52 weeks (6-12 months),South Australia,11.7125569
Jun-1998,26 weeks and under 52 weeks (6-12 months),Western Australia,11.64960108
Jun-1998,26 weeks and under 52 weeks (6-12 months),Tasmania,3.27486231
Jun-1998,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.66355031
Jun-1998,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.85846235
Jun-1998,52 weeks and under 104 weeks (1-2 years),New South Wales,26.75970362
Jun-1998,52 weeks and under 104 weeks (1-2 years),Victoria,23.4851999
Jun-1998,52 weeks and under 104 weeks (1-2 years),Queensland,17.89472627
Jun-1998,52 weeks and under 104 weeks (1-2 years),South Australia,10.31545709
Jun-1998,52 weeks and under 104 weeks (1-2 years),Western Australia,7.89144942
Jun-1998,52 weeks and under 104 weeks (1-2 years),Tasmania,4.68434292
Jun-1998,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.59535398
Jun-1998,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.72858445
Jun-1998,104 weeks and over (2 years and over),New South Wales,38.73667769
Jun-1998,104 weeks and over (2 years and over),Victoria,28.89668909
Jun-1998,104 weeks and over (2 years and over),Queensland,20.38888833
Jun-1998,104 weeks and over (2 years and over),South Australia,13.37705702
Jun-1998,104 weeks and over (2 years and over),Western Australia,7.01263895
Jun-1998,104 weeks and over (2 years and over),Tasmania,3.9332949
Jun-1998,104 weeks and over (2 years and over),Northern Territory,0.27231005
Jun-1998,104 weeks and over (2 years and over),Australian Capital Territory,1.04346233
Jul-1998,Under 4 weeks (under 1 month),New South Wales,26.47318322
Jul-1998,Under 4 weeks (under 1 month),Victoria,24.53515838
Jul-1998,Under 4 weeks (under 1 month),Queensland,23.78316946
Jul-1998,Under 4 weeks (under 1 month),South Australia,8.53455193
Jul-1998,Under 4 weeks (under 1 month),Western Australia,10.6032183
Jul-1998,Under 4 weeks (under 1 month),Tasmania,2.14733058
Jul-1998,Under 4 weeks (under 1 month),Northern Territory,1.20692504
Jul-1998,Under 4 weeks (under 1 month),Australian Capital Territory,1.208363
Jul-1998,4 weeks and under 13 weeks (1-3 months),New South Wales,41.22056073
Jul-1998,4 weeks and under 13 weeks (1-3 months),Victoria,35.9393432
Jul-1998,4 weeks and under 13 weeks (1-3 months),Queensland,29.77466021
Jul-1998,4 weeks and under 13 weeks (1-3 months),South Australia,10.58434807
Jul-1998,4 weeks and under 13 weeks (1-3 months),Western Australia,18.53985142
Jul-1998,4 weeks and under 13 weeks (1-3 months),Tasmania,3.74129598
Jul-1998,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.84992612
Jul-1998,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,2.7471643
Jul-1998,13 weeks and under 26 weeks (3-6 months),New South Wales,25.57574237
Jul-1998,13 weeks and under 26 weeks (3-6 months),Victoria,22.71087581
Jul-1998,13 weeks and under 26 weeks (3-6 months),Queensland,21.02235446
Jul-1998,13 weeks and under 26 weeks (3-6 months),South Australia,10.86076906
Jul-1998,13 weeks and under 26 weeks (3-6 months),Western Australia,10.40741466
Jul-1998,13 weeks and under 26 weeks (3-6 months),Tasmania,3.65119817
Jul-1998,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.32762519
Jul-1998,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.96649406
Jul-1998,26 weeks and under 52 weeks (6-12 months),New South Wales,43.3010123
Jul-1998,26 weeks and under 52 weeks (6-12 months),Victoria,32.59658026
Jul-1998,26 weeks and under 52 weeks (6-12 months),Queensland,27.38920295
Jul-1998,26 weeks and under 52 weeks (6-12 months),South Australia,11.23917028
Jul-1998,26 weeks and under 52 weeks (6-12 months),Western Australia,8.89516782
Jul-1998,26 weeks and under 52 weeks (6-12 months),Tasmania,4.32292153
Jul-1998,26 weeks and under 52 weeks (6-12 months),Northern Territory,1.41852022
Jul-1998,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.30331645
Jul-1998,52 weeks and under 104 weeks (1-2 years),New South Wales,29.4039658
Jul-1998,52 weeks and under 104 weeks (1-2 years),Victoria,27.06824132
Jul-1998,52 weeks and under 104 weeks (1-2 years),Queensland,18.72250774
Jul-1998,52 weeks and under 104 weeks (1-2 years),South Australia,11.48616077
Jul-1998,52 weeks and under 104 weeks (1-2 years),Western Australia,6.05096337
Jul-1998,52 weeks and under 104 weeks (1-2 years),Tasmania,3.86445152
Jul-1998,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.34673562
Jul-1998,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.48216811
Jul-1998,104 weeks and over (2 years and over),New South Wales,39.11525455
Jul-1998,104 weeks and over (2 years and over),Victoria,29.06349483
Jul-1998,104 weeks and over (2 years and over),Queensland,22.23055603
Jul-1998,104 weeks and over (2 years and over),South Australia,13.14365948
Jul-1998,104 weeks and over (2 years and over),Western Australia,7.74164542
Jul-1998,104 weeks and over (2 years and over),Tasmania,4.57463549
Jul-1998,104 weeks and over (2 years and over),Northern Territory,0.61630233
Jul-1998,104 weeks and over (2 years and over),Australian Capital Territory,1.92952212
Aug-1998,Under 4 weeks (under 1 month),New South Wales,31.42075048
Aug-1998,Under 4 weeks (under 1 month),Victoria,24.71539516
Aug-1998,Under 4 weeks (under 1 month),Queensland,21.93291508
Aug-1998,Under 4 weeks (under 1 month),South Australia,6.55268049
Aug-1998,Under 4 weeks (under 1 month),Western Australia,11.66689562
Aug-1998,Under 4 weeks (under 1 month),Tasmania,3.03837508
Aug-1998,Under 4 weeks (under 1 month),Northern Territory,0.9388776
Aug-1998,Under 4 weeks (under 1 month),Australian Capital Territory,1.00584756
Aug-1998,4 weeks and under 13 weeks (1-3 months),New South Wales,37.65397193
Aug-1998,4 weeks and under 13 weeks (1-3 months),Victoria,44.27598048
Aug-1998,4 weeks and under 13 weeks (1-3 months),Queensland,28.70885045
Aug-1998,4 weeks and under 13 weeks (1-3 months),South Australia,11.0440261
Aug-1998,4 weeks and under 13 weeks (1-3 months),Western Australia,15.57079393
Aug-1998,4 weeks and under 13 weeks (1-3 months),Tasmania,4.21652991
Aug-1998,4 weeks and under 13 weeks (1-3 months),Northern Territory,0.80674511
Aug-1998,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.01200818
Aug-1998,13 weeks and under 26 weeks (3-6 months),New South Wales,26.86005001
Aug-1998,13 weeks and under 26 weeks (3-6 months),Victoria,24.32562198
Aug-1998,13 weeks and under 26 weeks (3-6 months),Queensland,20.9100151
Aug-1998,13 weeks and under 26 weeks (3-6 months),South Australia,9.14728057
Aug-1998,13 weeks and under 26 weeks (3-6 months),Western Australia,9.86475657
Aug-1998,13 weeks and under 26 weeks (3-6 months),Tasmania,3.03891604
Aug-1998,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.29841251
Aug-1998,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.52114296
Aug-1998,26 weeks and under 52 weeks (6-12 months),New South Wales,43.29984534
Aug-1998,26 weeks and under 52 weeks (6-12 months),Victoria,28.05713808
Aug-1998,26 weeks and under 52 weeks (6-12 months),Queensland,28.56758523
Aug-1998,26 weeks and under 52 weeks (6-12 months),South Australia,13.45135404
Aug-1998,26 weeks and under 52 weeks (6-12 months),Western Australia,11.17913007
Aug-1998,26 weeks and under 52 weeks (6-12 months),Tasmania,4.11433701
Aug-1998,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.62873886
Aug-1998,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.41519442
Aug-1998,52 weeks and under 104 weeks (1-2 years),New South Wales,31.26166336
Aug-1998,52 weeks and under 104 weeks (1-2 years),Victoria,25.656629
Aug-1998,52 weeks and under 104 weeks (1-2 years),Queensland,18.36917448
Aug-1998,52 weeks and under 104 weeks (1-2 years),South Australia,10.65762364
Aug-1998,52 weeks and under 104 weeks (1-2 years),Western Australia,5.42062099
Aug-1998,52 weeks and under 104 weeks (1-2 years),Tasmania,3.92584318
Aug-1998,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.60611752
Aug-1998,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.61708844
Aug-1998,104 weeks and over (2 years and over),New South Wales,39.97705546
Aug-1998,104 weeks and over (2 years and over),Victoria,28.82415049
Aug-1998,104 weeks and over (2 years and over),Queensland,18.85662398
Aug-1998,104 weeks and over (2 years and over),South Australia,17.03627355
Aug-1998,104 weeks and over (2 years and over),Western Australia,6.66254774
Aug-1998,104 weeks and over (2 years and over),Tasmania,5.6004376
Aug-1998,104 weeks and over (2 years and over),Northern Territory,0.38771319
Aug-1998,104 weeks and over (2 years and over),Australian Capital Territory,1.12061805
Sep-1998,Under 4 weeks (under 1 month),New South Wales,31.85351208
Sep-1998,Under 4 weeks (under 1 month),Victoria,27.26483382
Sep-1998,Under 4 weeks (under 1 month),Queensland,23.74738778
Sep-1998,Under 4 weeks (under 1 month),South Australia,8.54336132
Sep-1998,Under 4 weeks (under 1 month),Western Australia,12.96070056
Sep-1998,Under 4 weeks (under 1 month),Tasmania,2.19015138
Sep-1998,Under 4 weeks (under 1 month),Northern Territory,1.0625685
Sep-1998,Under 4 weeks (under 1 month),Australian Capital Territory,1.35649184
Sep-1998,4 weeks and under 13 weeks (1-3 months),New South Wales,45.76693208
Sep-1998,4 weeks and under 13 weeks (1-3 months),Victoria,40.48155477
Sep-1998,4 weeks and under 13 weeks (1-3 months),Queensland,33.45547928
Sep-1998,4 weeks and under 13 weeks (1-3 months),South Australia,11.52129304
Sep-1998,4 weeks and under 13 weeks (1-3 months),Western Australia,14.10065663
Sep-1998,4 weeks and under 13 weeks (1-3 months),Tasmania,3.11565809
Sep-1998,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.54179827
Sep-1998,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,3.57081899
Sep-1998,13 weeks and under 26 weeks (3-6 months),New South Wales,21.15802755
Sep-1998,13 weeks and under 26 weeks (3-6 months),Victoria,23.94415995
Sep-1998,13 weeks and under 26 weeks (3-6 months),Queensland,22.9598735
Sep-1998,13 weeks and under 26 weeks (3-6 months),South Australia,7.69276155
Sep-1998,13 weeks and under 26 weeks (3-6 months),Western Australia,11.0168764
Sep-1998,13 weeks and under 26 weeks (3-6 months),Tasmania,2.97906528
Sep-1998,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.20055135
Sep-1998,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,0.55351416
Sep-1998,26 weeks and under 52 weeks (6-12 months),New South Wales,42.42239027
Sep-1998,26 weeks and under 52 weeks (6-12 months),Victoria,36.24382119
Sep-1998,26 weeks and under 52 weeks (6-12 months),Queensland,25.53129547
Sep-1998,26 weeks and under 52 weeks (6-12 months),South Australia,14.49120101
Sep-1998,26 weeks and under 52 weeks (6-12 months),Western Australia,11.51171841
Sep-1998,26 weeks and under 52 weeks (6-12 months),Tasmania,5.52506278
Sep-1998,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.8732353
Sep-1998,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,1.64446617
Sep-1998,52 weeks and under 104 weeks (1-2 years),New South Wales,37.97038685
Sep-1998,52 weeks and under 104 weeks (1-2 years),Victoria,23.84538369
Sep-1998,52 weeks and under 104 weeks (1-2 years),Queensland,18.67028015
Sep-1998,52 weeks and under 104 weeks (1-2 years),South Australia,9.38124695
Sep-1998,52 weeks and under 104 weeks (1-2 years),Western Australia,5.21787611
Sep-1998,52 weeks and under 104 weeks (1-2 years),Tasmania,3.5722993
Sep-1998,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.71691929
Sep-1998,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.48258579
Sep-1998,104 weeks and over (2 years and over),New South Wales,40.90932146
Sep-1998,104 weeks and over (2 years and over),Victoria,31.84854915
Sep-1998,104 weeks and over (2 years and over),Queensland,21.5092869
Sep-1998,104 weeks and over (2 years and over),South Australia,16.11058576
Sep-1998,104 weeks and over (2 years and over),Western Australia,6.93705776
Sep-1998,104 weeks and over (2 years and over),Tasmania,4.30961823
Sep-1998,104 weeks and over (2 years and over),Northern Territory,0.30345092
Sep-1998,104 weeks and over (2 years and over),Australian Capital Territory,2.00432632
Oct-1998,Under 4 weeks (under 1 month),New South Wales,27.81821082
Oct-1998,Under 4 weeks (under 1 month),Victoria,28.39639058
Oct-1998,Under 4 weeks (under 1 month),Queensland,21.46435172
Oct-1998,Under 4 weeks (under 1 month),South Australia,6.52871783
Oct-1998,Under 4 weeks (under 1 month),Western Australia,10.65314809
Oct-1998,Under 4 weeks (under 1 month),Tasmania,2.38683722
Oct-1998,Under 4 weeks (under 1 month),Northern Territory,0.35394245
Oct-1998,Under 4 weeks (under 1 month),Australian Capital Territory,1.42730628
Oct-1998,4 weeks and under 13 weeks (1-3 months),New South Wales,34.37886677
Oct-1998,4 weeks and under 13 weeks (1-3 months),Victoria,34.59627728
Oct-1998,4 weeks and under 13 weeks (1-3 months),Queensland,31.44100722
Oct-1998,4 weeks and under 13 weeks (1-3 months),South Australia,10.83166306
Oct-1998,4 weeks and under 13 weeks (1-3 months),Western Australia,10.6152952
Oct-1998,4 weeks and under 13 weeks (1-3 months),Tasmania,2.78751258
Oct-1998,4 weeks and under 13 weeks (1-3 months),Northern Territory,1.35985955
Oct-1998,4 weeks and under 13 weeks (1-3 months),Australian Capital Territory,1.91956322
Oct-1998,13 weeks and under 26 weeks (3-6 months),New South Wales,24.91449925
Oct-1998,13 weeks and under 26 weeks (3-6 months),Victoria,20.40184318
Oct-1998,13 weeks and under 26 weeks (3-6 months),Queensland,17.76555586
Oct-1998,13 weeks and under 26 weeks (3-6 months),South Australia,6.60971821
Oct-1998,13 weeks and under 26 weeks (3-6 months),Western Australia,10.51381963
Oct-1998,13 weeks and under 26 weeks (3-6 months),Tasmania,3.02856148
Oct-1998,13 weeks and under 26 weeks (3-6 months),Northern Territory,0.38500404
Oct-1998,13 weeks and under 26 weeks (3-6 months),Australian Capital Territory,1.25152196
Oct-1998,26 weeks and under 52 weeks (6-12 months),New South Wales,31.33244378
Oct-1998,26 weeks and under 52 weeks (6-12 months),Victoria,29.50698413
Oct-1998,26 weeks and under 52 weeks (6-12 months),Queensland,27.56840992
Oct-1998,26 weeks and under 52 weeks (6-12 months),South Australia,13.40084358
Oct-1998,26 weeks and under 52 weeks (6-12 months),Western Australia,12.56947348
Oct-1998,26 weeks and under 52 weeks (6-12 months),Tasmania,5.98883894
Oct-1998,26 weeks and under 52 weeks (6-12 months),Northern Territory,0.35619565
Oct-1998,26 weeks and under 52 weeks (6-12 months),Australian Capital Territory,2.13482881
Oct-1998,52 weeks and under 104 weeks (1-2 years),New South Wales,28.99515623
Oct-1998,52 weeks and under 104 weeks (1-2 years),Victoria,23.84298524
Oct-1998,52 weeks and under 104 weeks (1-2 years),Queensland,17.99306847
Oct-1998,52 weeks and under 104 weeks (1-2 years),South Australia,9.42805517
Oct-1998,52 weeks and under 104 weeks (1-2 years),Western Australia,6.23857733
Oct-1998,52 weeks and under 104 weeks (1-2 years),Tasmania,3.40332591
Oct-1998,52 weeks and under 104 weeks (1-2 years),Northern Territory,0.08102182
Oct-1998,52 weeks and under 104 weeks (1-2 years),Australian Capital Territory,1.47538973
Oct-1998,104 weeks and over (2 years and over),New South Wales,40.24232301
Oct-1998,104 weeks and over (2 years and over),Victoria,27.62421593
Oct-1998,104 weeks and over (2 years and over),Queensland,20.81126487
